Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;Total não Individualizado;Total Exterior;
BB;49.906;b1;C;1;;199;BRASILIA;DF;06/2015;670.228.054;381.366.008;50.827.141;21.895.620;1.451.151;278.725;113.055.733;0;33.712.254;1.875.141;189.075;0;864;3.217.157;1.976.957;60.382.228
ALFA;51.293;b1;C;2;;199;SAO PAULO;SP;06/2015;7.767.219;5.550.956;0;214.623;0;8.533;1.819.039;0;0;0;0;0;0;133.721;40.347;0
CREDIT SUISSE;30.771;b1;C;3;;199;SAO PAULO;SP;06/2015;6.569.911;677.869;11.614;0;8.120;0;1.764.613;0;0;0;697.721;0;0;0;0;3.409.973
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;;8;CURITIBA;PR;06/2015;6.253.240;6.240.977;0;12.262;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;;5;BELO HORIZONTE;MG;06/2015;5.483.675;2.451.654;13.671;1.318.206;0;148;211.952;267.880;27.317;189.055;593.986;0;15.329;394.468;9;0
PINE;50.304;b1;C;2;;199;SAO PAULO;SP;06/2015;5.399.371;1.441.547;5.358;158.565;0;8.724;2.244.526;85.494;0;0;257.819;0;0;301.386;181;895.771
JOHN DEERE;50.071;b1;C;3;;199;INDAIATUBA;SP;06/2015;5.355.244;4.678.140;1.152;33.564;642.064;0;0;323;0;0;0;0;0;0;0;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;;8;PORTO ALEGRE;RS;06/2015;4.777.068;4.635.772;0;66.253;0;69.759;5.284;0;0;0;0;0;0;0;0;0
BANCO CSF S.A.;8.357.240;b2;I;3;;8;SAO PAULO;SP;06/2015;4.379.773;3.684.820;0;0;0;0;0;0;0;0;0;0;0;0;694.953;0
BANCO FIDIS S/A;62.237.425;b2;I;3;;8;BETIM;MG;06/2015;4.334.077;4.206.850;0;0;0;98.497;28.726;0;0;0;0;0;0;0;4;0
PORTO SEGURO;51.444;n1;C;2;;197;SAO PAULO;SP;06/2015;4.198.548;4.045.102;0;0;0;0;0;0;0;0;0;0;0;0;153.446;0
BANESTES;30.159;b1;C;1;;199;VITORIA;ES;06/2015;4.186.768;2.766.153;247.699;19.045;0;4.255;814.133;0;0;10.430;0;0;0;295.811;29.241;0
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;;8;CURITIBA;PR;06/2015;4.008.086;3.816.532;0;191.552;0;0;0;0;0;0;0;0;0;0;2;0
DEUTSCHE;51.183;b1;C;3;;199;SAO PAULO;SP;06/2015;3.840.662;2.281.992;0;0;0;0;219.428;0;286.745;0;0;0;0;0;0;1.052.497
BANCO FIBRA S.A.;58.616.418;b1;I;2;;8;SAO PAULO;SP;06/2015;3.838.842;1.442.153;0;1.486;0;628.998;1.212.456;0;0;0;0;0;0;0;14.423;539.327
BANCO IBM S.A.;34.270.520;b2;I;3;;8;RIO DE JANEIRO;RJ;06/2015;3.809.694;476.102;0;0;0;0;3.198.970;0;0;0;0;0;0;134.622;1;0
J.MALUCELLI;30.881;b1;C;2;;199;CURITIBA;PR;06/2015;3.797.791;3.090.208;0;11.877;0;2.290;484.940;26.712;0;54.249;0;0;0;34.844;92.672;0
SOCIETE GENERALE;31.859;b1;C;3;;199;SAO PAULO;SP;06/2015;3.785.770;3.204.864;0;0;0;88.328;470.153;0;0;0;0;0;0;0;22.425;0
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;;2;BELEM;PA;06/2015;3.762.511;1.554.329;460.348;381.404;0;492.449;807.966;11.295;689;30.017;0;0;22;21.072;2.919;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;;30;PORTO ALEGRE;RS;06/2015;3.625.600;2.498.782;33.066;772.588;0;0;0;261.771;0;810;1.479;0;0;57.097;7;0
BANCO CATERPILLAR S.A.;2.658.435;b2;I;3;;8;SAO PAULO;SP;06/2015;3.515.358;3.380.468;0;54.611;0;0;54.633;0;0;0;0;0;0;25.645;1;0
HONDA;51.396;b2;C;3;;198;SAO PAULO;SP;06/2015;3.325.163;3.308.896;0;0;0;0;0;0;0;0;0;0;0;0;16.267;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;;8;BELEM;PA;06/2015;3.272.267;3.259.322;10;0;0;583;0;0;0;3.910;0;0;0;0;8.442;0
ORIGINAL;51.781;b1;C;2;;199;SAO PAULO;SP;06/2015;3.081.645;941.127;0;0;0;0;1.178.861;0;0;4.820;0;0;0;950.759;6.078;0
ING;51.073;b1;C;3;;199;SAO PAULO;SP;06/2015;2.930.104;2.218.591;0;0;0;0;711.513;0;0;0;0;0;0;0;0;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60.518.222;b1;I;3;;8;SAO PAULO;SP;06/2015;2.747.031;488.296;0;0;86.173;0;705.782;0;0;0;0;0;0;0;1;1.466.780
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;;14;SAO PAULO;SP;06/2015;2.444.213;1.244.359;0;0;0;0;0;0;0;0;0;0;0;0;1.199.854;0
INDUSVAL;50.531;b1;C;2;;199;SAO PAULO;SP;06/2015;2.159.949;401.659;84;23.198;0;40.642;1.308.311;265;31.956;0;157;0;27;210.351;3;143.296
BANCO CARGILL S.A.;3.609.817;b1;I;3;;8;SAO PAULO;SP;06/2015;2.043.513;784.849;0;0;0;0;3.531;0;0;0;0;0;0;1.255.133;0;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60.779.196;n1;I;2;;14;SAO PAULO;SP;06/2015;1.997.382;1.899.215;0;0;0;0;0;0;0;0;0;0;0;0;98.167;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54.037.916;b3S;I;2;;9;BEBEDOURO;SP;06/2015;1.986.888;1.640.593;992;22;0;0;344.845;0;0;0;0;0;0;0;437;0
JP MORGAN CHASE;20.107;b1;C;3;;199;SAO PAULO;SP;06/2015;1.965.610;209.864;0;0;939.873;0;815.873;0;0;0;0;0;0;0;0;0
PSA FINANCE;51.365;b2;C;3;;198;SAO PAULO;SP;06/2015;1.955.109;1.954.835;0;0;0;0;0;0;0;0;0;0;0;0;274;0
SCANIA BANCO S.A.;11.417.016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;06/2015;1.919.352;1.786.048;0;133.304;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;;8;ARACAJU;SE;06/2015;1.915.703;1.312.081;322.361;8.047;0;0;176.943;0;0;4.597;0;0;0;19.106;72.567;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60.498.557;b1;I;3;;8;SAO PAULO;SP;06/2015;1.849.211;1.413.747;0;0;0;3.043;253.090;0;0;0;0;0;0;179.331;0;0
SOFISA;31.873;b1;C;2;;199;SAO PAULO;SP;06/2015;1.827.732;394.109;0;0;0;0;1.327.422;0;6.929;5.560;0;0;0;93.573;139;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;;9;BLUMENAU;SC;06/2015;1.815.668;1.704.980;100.719;0;0;0;0;0;0;0;0;0;0;0;9.970;0
INTERMEDIUM;51.884;b1;C;2;;199;BELO HORIZONTE;MG;06/2015;1.759.114;894.590;205.442;0;0;604.948;0;0;0;0;0;0;0;0;54.134;0
BANCO RODOBENS S.A.;33.603.457;b1;I;2;;8;SAO PAULO;SP;06/2015;1.656.165;1.235.300;49.335;60.478;NI;14.171;NI;775;NI;NI;19.450;NI;NI;276.478;178;0
INDUSTRIAL DO BRASIL;50.988;b1;C;2;;199;SAO PAULO;SP;06/2015;1.589.462;935.717;0;1.126;0;5.379;24.808;523.755;0;6.530;0;0;0;85.310;6.838;0
CREDIT AGRICOLE;51.066;b1;C;3;;199;SAO PAULO;SP;06/2015;1.583.455;0;0;0;0;0;445.195;0;0;0;0;0;0;1.138.260;0;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71.328.769;b3S;I;2;;9;SERTAOZINHO;SP;06/2015;1.564.697;1.124.471;2.370;34.113;0;3.980;336.897;0;0;29.982;0;0;0;32.741;143;0
BANCO TRIANGULO S.A.;17.351.180;b1;I;2;;8;UBERLANDIA;MG;06/2015;1.482.549;915.562;0;14.884;0;0;305.359;15.860;0;0;0;0;0;0;230.885;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1.658.426;b3S;I;2;;9;BRASILIA;DF;06/2015;1.220.074;48.025;1.171.496;0;0;0;0;0;0;0;0;0;0;0;553;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;;25;BRASILIA;DF;06/2015;1.206.094;361.302;844.586;0;0;0;0;0;0;0;0;0;0;0;206;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26.529.420;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;06/2015;1.192.853;626.100;0;26;0;332.835;230.836;0;0;0;0;0;0;0;3.056;0
BANCO FORD S.A.;90.731.688;b2;I;3;;8;SAO PAULO;SP;06/2015;1.190.551;4.586;0;0;0;1.185.964;0;0;0;0;0;0;0;0;0;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97.406.706;n1;I;3;;19;BARUERI;SP;06/2015;1.162.922;505.692;0;0;0;0;627.195;0;0;0;0;0;0;30.033;2;0
BBM;30.207;b1;C;2;;199;SALVADOR;BA;06/2015;1.161.268;35.263;0;0;0;0;843.669;0;54.523;485;0;0;0;206.739;4;20.585
BMW;51.420;n1;C;3;;197;SAO PAULO;SP;06/2015;1.159.776;1.159.732;0;0;0;0;0;0;0;0;0;0;0;0;44;0
MIZUHO;51.554;b1;I;3;;199;SAO PAULO;SP;06/2015;1.078.018;611.740;0;0;0;0;459.273;0;0;0;0;0;0;0;0;7.005
OMNI;50.940;n1;C;2;;197;SAO PAULO;SP;06/2015;1.071.499;896.366;0;0;0;0;0;0;0;0;0;0;0;0;175.133;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28.145.829;b4;I;1;;5;VITORIA;ES;06/2015;1.070.580;993.010;15.444;61.750;0;189;0;0;0;0;0;0;0;0;187;0
BES;51.482;b2;C;3;;198;SAO PAULO;SP;06/2015;1.070.476;57.675;0;242.725;0;0;576.740;0;0;7.327;1.624;301;0;0;0;184.084
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10.663.610;n1;I;1;;30;SAO PAULO;SP;06/2015;1.042.488;166.409;0;184.259;0;0;0;12.242;0;0;0;0;679.578;0;0;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81.723.108;b3S;I;2;;9;CAMPO MOURAO;PR;06/2015;961.304;959.620;0;0;0;0;0;0;0;0;0;0;1.192;0;492;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79.342.069;b3S;I;2;;9;MARINGA;PR;06/2015;918.070;689.991;0;0;0;23.670;198.906;0;0;0;0;0;612;0;4.891;0
BANCO ABN AMRO S.A.;3.532.415;b1;I;3;;8;SAO PAULO;SP;06/2015;908.651;0;0;0;0;0;0;0;0;0;0;0;0;908.651;0;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3.584.906;n1;I;1;;30;CURITIBA;PR;06/2015;863.814;99.485;7.447;741.620;0;0;0;6.470;0;0;8.230;0;245;0;318;0
BANCO MONEO S.A.;7.441.209;b2;I;2;;8;CAXIAS DO SUL;RS;06/2015;852.808;759.643;0;93.164;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78.414.067;b3S;I;2;;9;MEDIANEIRA;PR;06/2015;817.085;642.949;0;0;0;31.031;139.055;0;0;0;0;0;0;0;4.050;0
CAIXA GERAL;51.815;b1;C;3;;199;SAO PAULO;SP;06/2015;803.017;80.998;0;61.984;0;1.320;601.821;1.774;0;0;0;0;0;55.121;0;0
BANCO A.J. RENNER S.A.;92.874.270;b1;I;2;;8;PORTO ALEGRE;RS;06/2015;783.721;770.855;0;0;0;0;0;0;0;0;0;0;0;0;12.866;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88.894.548;b3S;I;2;;9;CERRO LARGO;RS;06/2015;702.055;519.235;0;0;0;37.857;141.355;0;0;0;0;0;0;0;3.609;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29.030.467;b1;I;3;;8;SAO PAULO;SP;06/2015;690.279;575.511;0;0;0;0;114.768;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37.395.399;b3S;I;2;;9;GOIANIA;GO;06/2015;673.976;254.571;0;0;0;0;419.232;0;0;0;0;0;0;0;173;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82.937.293;n1;I;1;;30;FLORIANOPOLIS;SC;06/2015;673.955;499.618;693;112.585;0;4.609;0;32.841;0;19.376;0;0;4.231;0;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32.430.233;b3S;I;2;;9;LINHARES;ES;06/2015;664.350;524.455;672;0;0;0;138.817;0;0;0;0;0;0;0;407;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78.825.270;b3S;I;2;;9;CHAPECO;SC;06/2015;649.484;608.983;981;0;0;0;39.104;0;0;0;0;0;0;0;417;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91.586.982;b3S;I;2;;9;NOVA PETROPOLIS;RS;06/2015;626.298;205.180;0;98;0;8.084;407.945;0;0;0;0;0;511;0;4.480;0
BANCO BONSUCESSO S.A.;71.027.866;b1;I;2;;8;BELO HORIZONTE;MG;06/2015;600.017;385.748;0;0;0;29.145;157.255;0;0;0;0;0;0;0;27.868;0
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35.571.249;b3S;I;2;;9;JOAO PESSOA;PB;06/2015;598.988;393.324;0;0;0;0;205.281;0;0;0;0;0;0;0;383;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81.099.491;b3S;I;2;;9;PALOTINA;PR;06/2015;591.660;543.030;0;0;0;15.526;30.119;0;0;0;0;0;0;0;2.984;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15.163.587;n1;I;1;;30;SALVADOR;BA;06/2015;588.657;351.269;0;234.991;0;0;0;0;0;0;0;0;0;356;2.041;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53.923.116;b3S;I;2;;9;RIBEIRAO PRETO;SP;06/2015;585.236;582.451;0;0;0;0;49;0;0;2.429;0;0;0;0;305;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10.371.492;b2;I;3;;8;GUARULHOS;SP;06/2015;551.075;546.738;0;0;0;0;0;0;0;0;0;0;0;0;4.337;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815.319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;06/2015;550.142;388.302;2.146;0;0;0;159.087;0;0;0;0;0;0;0;606;0
BANCO LUSO BRASILEIRO S.A.;59.118.133;b1;I;2;;8;SAO PAULO;SP;06/2015;549.840;215.339;1.466;0;0;0;262.330;0;0;16.021;0;0;13.692;40.258;732;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26.408.161;b3S;I;2;;9;DOURADOS;MS;06/2015;548.848;461.108;0;0;0;7.968;77.337;0;0;0;0;0;0;0;2.433;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31.815.293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;06/2015;529.731;424.732;407;0;0;0;104.142;0;0;0;0;0;0;0;451;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81.607.046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;06/2015;522.064;465.113;0;175;0;0;56.419;0;0;0;0;0;0;0;356;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26.555.235;b3S;I;2;;9;SORRISO;MT;06/2015;516.133;399.891;0;0;0;31.046;83.321;0;0;0;0;0;0;0;1.875;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87.780.268;b3S;I;2;;9;ERECHIM;RS;06/2015;504.084;351.156;0;0;0;21.273;129.624;0;0;0;0;0;0;0;2.031;0
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2.398.976;b3S;I;2;;9;LONDRINA;PR;06/2015;500.482;249.022;0;13.090;0;0;238.057;0;0;0;0;0;103;0;209;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95.594.941;b3S;I;2;;9;SANTA MARIA;RS;06/2015;491.668;303.768;0;0;0;34.665;148.059;0;0;0;0;0;2.335;0;2.841;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33.021.064;b3S;I;2;;9;CANARANA;MT;06/2015;483.383;320.254;0;0;0;61.593;100.377;0;0;0;0;0;0;0;1.159;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO   SICREDI PLANALTO RS/SC;88.038.260;b3S;I;2;;9;CRUZ ALTA;RS;06/2015;471.959;309.460;0;0;0;3.155;157.731;0;0;0;0;0;21;4;1.588;0
BANCO MODAL S.A.;30.723.886;b1;I;2;;8;RIO DE JANEIRO;RJ;06/2015;471.403;66.102;0;0;0;0;395.543;0;0;9.758;0;0;0;0;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87.733.077;b3S;I;2;;9;ITAQUI;RS;06/2015;456.534;278.121;0;0;0;1.231;174.131;0;0;0;0;0;621;0;2.429;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74.064.502;b3S;I;2;;9;FLORIANOPOLIS;SC;06/2015;449.810;50.307;62;0;0;0;399.094;0;0;0;0;0;0;0;347;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90.608.712;b3S;I;2;;9;CARLOS BARBOSA;RS;06/2015;447.769;213.073;0;40;0;14.284;218.218;0;0;0;0;0;0;0;2.153;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32.467.086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;06/2015;442.079;340.045;916;0;0;0;100.746;0;0;0;0;0;0;0;371;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DO LITORAL E NORTE CATARINENSE LTDA;74.114.042;b3S;I;2;;9;ITAJAI;SC;06/2015;441.911;17.619;0;0;0;0;423.936;0;0;0;0;0;0;0;357;0
BANCO RANDON S.A.;11.476.673;b1;I;2;;8;CAXIAS DO SUL;RS;06/2015;437.168;400.885;0;10.118;0;0;26.159;0;0;0;0;0;0;0;7;0
