Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior;
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;;8;SAO PAULO;SP;03/2016;17.251.932;439.668;10.985.565;2.034.611;2.006.346;466.849;496.314;155.885;95.836;570.858;0
PAN;31.323;b1;C;2;;199;SAO PAULO;SP;03/2016;17.168.098;0;11.883.186;1.899.945;1.314.361;766.284;269.809;209.788;189.406;635.319;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;;8;SAO PAULO;SP;03/2016;15.555.665;1.660.074;3.380.648;8.610.999;1.235.547;144.110;90.637;26.364;139.695;267.592;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;;11;PORTO ALEGRE;RS;03/2016;14.595.140;14.100.784;454.867;23.577;1.644;722;5.783;676;604;6.483;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;;8;FORTALEZA;CE;03/2016;13.326.366;5.008.195;4.271.670;2.138.755;302.004;283.048;128.280;132.620;215.809;845.985;0
DAYCOVAL;51.987;b1;C;2;;199;SAO PAULO;SP;03/2016;12.743.673;68.379;5.622.184;4.239.628;1.381.940;304.972;247.140;237.512;60.568;423.410;157.940
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;;5;PORTO ALEGRE;RS;03/2016;12.683.438;6.314.715;5.154.696;436.860;251.401;187.640;83.769;34.153;68.793;151.411;0
BNP PARIBAS;51.516;b1;C;3;;199;SAO PAULO;SP;03/2016;12.032.008;2.321.350;7.661.652;1.109.668;277.871;169.473;58.265;76.287;58.479;298.963;0
ABC-BRASIL;41.856;b1;C;3;;199;SAO PAULO;SP;03/2016;11.221.414;715.027;2.728.247;3.530.862;1.265.176;272.210;111.240;31.154;21.123;93.279;2.453.096
BANCOOB;51.750;b1;C;2;;199;BRASILIA;DF;03/2016;10.682.020;6.582.690;3.610.462;335.017;120.394;10.452;2.932;6.330;1.357;12.386;0
BANCO GMAC S.A.;59.274.605;b2;I;3;;8;SAO PAULO;SP;03/2016;9.879.340;1.143;8.370.212;517.804;641.549;99.365;47.510;49.234;23.925;128.598;0
BRB;31.976;b1;C;1;;199;BRASILIA;DF;03/2016;9.522.811;5.978.932;858.431;1.206.627;624.582;199.944;98.804;91.367;82.138;381.985;0
MERCEDES-BENZ;51.262;b2;C;3;;198;SAO PAULO;SP;03/2016;9.352.864;105.819;3.786.313;3.483.070;1.155.012;269.455;217.563;79.530;83.197;172.906;0
BMG;30.290;b1;C;2;;199;SAO PAULO;SP;03/2016;8.193.092;0;6.568.388;682.503;330.837;101.329;121.874;42.954;71.857;273.349;0
MERCANTIL DO BRASIL;20.152;b1;C;2;;199;BELO HORIZONTE;MG;03/2016;7.821.019;657.366;4.292.881;700.958;638.927;636.024;231.991;107.791;92.263;462.817;0
CREDIT SUISSE;30.771;b1;C;3;;199;SAO PAULO;SP;03/2016;7.516.900;10.332;2.540.243;457.286;179.648;184.970;52.638;120.715;0;378.078;3.592.989
ALFA;51.293;b1;C;2;;199;SAO PAULO;SP;03/2016;7.345.562;1.195.202;4.348.325;1.412.807;217.766;72.977;29.931;11.192;11.022;46.341;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;;8;CURITIBA;PR;03/2016;6.693.637;707.524;2.514.811;1.431.715;993.821;759.665;27.552;53.536;68.082;136.930;0
JOHN DEERE;50.071;b1;C;3;;199;INDAIATUBA;SP;03/2016;6.428.233;123.506;3.325.919;1.832.227;735.680;143.426;74.230;16.495;62.157;114.593;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;;5;BELO HORIZONTE;MG;03/2016;5.839.964;1.747.708;1.147.099;1.146.605;1.037.420;423.572;56.818;37.479;38.173;205.090;0
CCB;32.119;b1;C;3;;199;SAO PAULO;SP;03/2016;5.496.366;405.667;1.763.775;628.736;760.797;384.090;272.042;238.547;22.331;287.222;733.158
BANCO CSF S.A.;8.357.240;b2;I;3;;8;SAO PAULO;SP;03/2016;5.000.822;0;3.616.421;157.450;131.326;167.079;117.864;117.743;96.723;596.217;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;;8;PORTO ALEGRE;RS;03/2016;4.507.493;0;3.291.138;622.357;314.825;44.440;22.999;22.984;39.062;149.687;0
PORTO SEGURO;51.444;n1;C;2;;197;SAO PAULO;SP;03/2016;4.424.484;22.040;3.786.089;100.307;94.779;55.977;51.925;68.325;36.842;208.199;0
BANCO FIDIS S/A;62.237.425;b2;I;3;;8;BETIM;MG;03/2016;4.323.218;1.329.228;1.222.950;1.402.332;230.653;43.126;30.775;14.471;11.630;38.053;0
DEUTSCHE;51.183;b1;C;3;;199;SAO PAULO;SP;03/2016;4.208.677;2.867.426;115.398;149.473;48.256;0;59.204;0;0;0;968.921
ORIGINAL;51.781;b1;C;2;;199;SAO PAULO;SP;03/2016;4.147.702;695.780;1.987.262;915.034;331.848;68.152;100.513;14.136;8.361;26.615;0
PARANÁ BANCO;30.881;b1;C;2;;199;CURITIBA;PR;03/2016;3.962.744;0;3.153.830;435.696;173.162;63.187;24.573;28.627;14.820;68.849;0
PINE;50.304;b1;C;2;;199;SAO PAULO;SP;03/2016;3.944.936;286.722;809.064;939.744;1.044.999;183.438;49.877;112.107;47.705;22.558;448.722
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;;2;BELEM;PA;03/2016;3.922.515;1.279.180;1.542.579;775.001;60.024;78.672;41.626;39.924;12.228;93.280;0
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;;8;CURITIBA;PR;03/2016;3.920.296;540.882;1.077.580;1.338.694;567.138;127.546;71.990;25.195;27.799;143.473;0
BANESTES;30.159;b1;C;1;;199;VITORIA;ES;03/2016;3.914.671;1.868.013;824.017;440.406;276.598;139.136;68.219;47.483;31.028;219.770;0
ING;51.073;b1;C;3;;199;SAO PAULO;SP;03/2016;3.892.973;3.830.293;62.679;0;0;0;0;0;0;0;0
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;;8;SAO PAULO;SP;03/2016;3.809.811;350.702;2.637.227;389.876;298.107;68.684;19.885;10.425;8.313;26.592;0
BANCO FIBRA S.A.;58.616.418;b1;I;2;;8;SAO PAULO;SP;03/2016;3.603.386;285.900;315.106;1.680.424;305.325;182.431;136.435;21.043;52.207;40.959;583.555
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;;30;PORTO ALEGRE;RS;03/2016;3.469.190;772.599;1.135.505;981.260;198.127;207.561;29.769;31.588;49.470;63.311;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;;8;BELEM;PA;03/2016;3.466.285;0;3.213.097;25.355;60.031;10.772;10.317;14.251;7.981;124.481;0
SOCIETE GENERALE;31.859;b1;C;3;;199;SAO PAULO;SP;03/2016;3.449.733;2.114.969;942.990;266.921;9.601;4.768;43.573;7.221;4.080;55.611;0
HONDA;51.396;b2;C;3;;198;SAO PAULO;SP;03/2016;3.438.204;9.349;1.509.714;453.124;829.399;381.178;69.467;38.529;30.008;117.436;0
BANCO IBM S.A.;34.270.520;b2;I;3;;8;RIO DE JANEIRO;RJ;03/2016;3.110.290;1.340.167;508.281;516.383;117.966;487.846;80.947;11.007;4.397;43.297;0
BANCO CATERPILLAR S.A.;2.658.435;b2;I;3;;8;SAO PAULO;SP;03/2016;3.104.404;476.982;1.175.138;773.662;257.136;114.671;33.714;77.741;32.314;163.044;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60.518.222;b1;I;3;;8;SAO PAULO;SP;03/2016;2.917.722;1.611.862;39;55.165;0;0;0;0;0;0;1.250.656
BANCO CARGILL S.A.;3.609.817;b1;I;3;;8;SAO PAULO;SP;03/2016;2.753.882;1.362.645;1.034.782;35.719;26.152;150.746;117.973;17.676;0;8.189;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;;14;SAO PAULO;SP;03/2016;2.615.539;0;1.547.704;136.772;139.844;121.065;81.664;72.251;78.578;437.661;0
COOPERATIVA DE CREDITO CREDICITRUS;54.037.916;b3S;I;2;;9;BEBEDOURO;SP;03/2016;2.421.557;109.144;1.810.676;277.593;126.208;25.790;10.655;9.584;4.595;47.312;0
OMNI;50.940;n1;C;2;;197;SAO PAULO;SP;03/2016;2.254.278;0;213.704;424.921;220.652;160.977;49.689;33.601;30.446;1.120.288;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60.779.196;n1;I;2;;14;SAO PAULO;SP;03/2016;2.202.554;0;1.064.783;63.060;176.706;127.154;108.737;127.029;61.038;474.047;0
INTERMEDIUM;51.884;b1;C;2;;199;BELO HORIZONTE;MG;03/2016;2.196.294;211.090;1.653.392;104.185;83.156;45.840;25.816;17.313;14.505;40.996;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;;8;ARACAJU;SE;03/2016;2.050.015;676.860;723.311;397.905;104.399;56.083;51.586;5.526;5.184;29.161;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;;9;BLUMENAU;SC;03/2016;2.026.661;0;1.420.628;324.006;108.722;75.515;27.312;17.857;8.943;43.677;0
CREDIT AGRICOLE;51.066;b1;C;3;;199;SAO PAULO;SP;03/2016;2.012.145;1.667.436;69.527;106.800;0;135.018;0;33.364;0;0;0
JP MORGAN CHASE;20.107;b1;C;3;;199;SAO PAULO;SP;03/2016;1.902.351;1.547.998;235.337;49.032;0;66.577;3.406;0;0;0;0
SOFISA;31.873;b1;C;2;;199;SAO PAULO;SP;03/2016;1.838.984;0;405.151;713.641;643.116;28.458;23.883;6.275;1.280;17.180;0
PSA FINANCE;51.365;b2;C;3;;198;SAO PAULO;SP;03/2016;1.695.675;0;1.238.307;370.988;43.429;12.766;7.886;3.857;3.060;15.383;0
SCANIA BANCO S.A.;11.417.016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;03/2016;1.640.370;74.971;516.291;841.931;148.771;10.424;14.963;6.347;5.662;21.009;0
BANCO RODOBENS S.A.;33.603.457;b1;I;2;;8;SAO PAULO;SP;03/2016;1.590.491;668.029;609.018;129.142;66.115;37.365;27.496;13.960;5.438;33.928;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71.328.769;b3S;I;2;;9;SERTAOZINHO;SP;03/2016;1.565.306;0;931.980;314.681;162.624;40.279;30.250;23.087;27.871;34.534;0
INDUSTRIAL DO BRASIL;50.988;b1;C;2;;199;SAO PAULO;SP;03/2016;1.498.977;731.465;564.836;103.539;32.694;15.916;33.251;4.086;1.811;11.380;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;;25;BRASILIA;DF;03/2016;1.487.936;521.826;644.696;88.211;38.386;17.407;154.095;7.666;3.103;12.545;0
BANCO TRIANGULO S.A.;17.351.180;b1;I;2;;8;UBERLANDIA;MG;03/2016;1.478.868;112.485;852.460;170.283;192.709;26.981;15.233;12.829;14.168;81.720;0
INDUSVAL;50.531;b1;C;2;;199;SAO PAULO;SP;03/2016;1.437.798;101.730;346.945;564.450;142.739;66.241;6.670;10.701;2.241;173.138;22.944
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60.498.557;b1;I;3;;8;SAO PAULO;SP;03/2016;1.357.293;936.890;157.701;226.696;6.524;29.481;0;0;0;0;0
BBM;30.207;b1;C;2;;199;SALVADOR;BA;03/2016;1.343.092;207.298;591.379;278.746;161.221;28.862;18.390;15.354;7.227;12.071;22.545
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1.658.426;b3S;I;2;;9;BRASILIA;DF;03/2016;1.334.625;0;1.198.657;48.642;21.672;16.154;14.654;7.616;6.543;20.687;0
BMW;51.420;n1;C;3;;197;SAO PAULO;SP;03/2016;1.312.881;273.497;415.711;260.459;195.642;134.992;24.857;2.138;944;4.640;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97.406.706;n1;I;3;;19;BARUERI;SP;03/2016;1.228.225;481.641;188.465;261.023;131.364;61.942;41.530;31.292;16.073;14.894;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26.529.420;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;03/2016;1.141.055;0;198.736;490.035;194.009;101.121;42.448;47.077;10.319;57.312;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79.342.069;b3S;I;2;;9;MARINGA;PR;03/2016;1.137.497;17;808.612;144.562;58.926;46.983;15.915;11.654;5.576;45.252;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10.663.610;n1;I;1;;30;SAO PAULO;SP;03/2016;1.120.078;592.638;127.835;135.260;126.389;29.574;29.380;21.652;1.957;55.394;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28.145.829;b4;I;1;;5;VITORIA;ES;03/2016;1.055.454;64.816;594.504;204.362;102.166;27.520;15.501;7.513;8.364;30.709;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29.030.467;b1;I;3;;8;SAO PAULO;SP;03/2016;1.046.967;207.325;839.642;0;0;0;0;0;0;0;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81.723.108;b3S;I;2;;9;CAMPO MOURAO;PR;03/2016;971.843;21.701;535.630;334.280;49.985;14.056;8.964;3.197;1.494;2.534;0
BANCO FORD S.A.;90.731.688;b2;I;3;;8;SAO PAULO;SP;03/2016;942.183;0;433.283;232.792;75.209;177.538;755;1.021;962;20.623;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3.584.906;n1;I;1;;30;CURITIBA;PR;03/2016;932.732;104.043;697.280;87.377;25.560;2.536;3.719;1.270;3.044;7.904;0
MIZUHO;51.554;b1;I;3;;199;SAO PAULO;SP;03/2016;908.213;829.459;0;0;0;0;0;0;0;0;78.754
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78.414.067;b3S;I;2;;9;MEDIANEIRA;PR;03/2016;878.782;0;553.755;181.249;47.860;48.768;10.006;10.134;2.418;24.591;0
BANCO MONEO S.A.;7.441.209;b2;I;2;;8;CAXIAS DO SUL;RS;03/2016;878.393;50.012;282.088;250.271;128.951;71.888;51.354;20.122;4.146;19.561;0
BANCO A.J. RENNER S.A.;92.874.270;b1;I;2;;8;PORTO ALEGRE;RS;03/2016;868.043;0;721.434;54.947;36.784;13.315;7.387;6.415;3.673;24.089;0
CAIXA GERAL;51.815;b1;C;3;;199;SAO PAULO;SP;03/2016;800.939;10.135;97.440;518.285;122.910;0;0;42.818;0;9.351;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37.395.399;b3S;I;2;;9;GOIANIA;GO;03/2016;795.488;89.925;458.831;164.505;15.530;22.846;15.254;2.770;2.398;23.429;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88.894.548;b3S;I;2;;9;CERRO LARGO;RS;03/2016;776.279;0;264.764;236.543;150.424;48.548;20.739;14.954;5.376;34.931;0
BANCO LUSO BRASILEIRO S.A.;59.118.133;b1;I;2;;8;SAO PAULO;SP;03/2016;755.303;0;179.245;456.406;78.931;8.464;430;4.479;561;26.787;0
BANCO DA CHINA BRASIL S.A.;10.690.848;b1;I;3;;8;SAO PAULO;SP;03/2016;730.120;78.628;527.941;46.942;32.420;0;0;0;0;44.189;0
MODAL;51.963;b1;C;2;;199;RIO DE JANEIRO;RJ;03/2016;728.230;219.362;202.526;129.897;92.800;47.039;0;17.178;0;19.427;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32.430.233;b3S;I;2;;9;LINHARES;ES;03/2016;726.340;15.115;168.222;317.819;151.257;14.034;8.835;9.552;3.365;38.141;0
HAITONG;51.482;b2;C;3;;198;SAO PAULO;SP;03/2016;713.571;500.759;41.743;40.034;31.708;4.632;0;0;0;21.737;72.958
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82.937.293;n1;I;1;;30;FLORIANOPOLIS;SC;03/2016;685.407;151.262;78.965;263.612;98.263;29.776;15.903;4.700;2.108;40.818;0
DACASA FINANCEIRA;51.891;n1;C;2;;197;VITORIA;ES;03/2016;671.676;0;384.917;39.782;30.263;25.530;19.704;22.074;20.876;128.530;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15.163.587;n1;I;1;;30;SALVADOR;BA;03/2016;664.581;103.073;197.683;171.519;120.000;48.671;6.159;1.143;503;15.831;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO   SICREDI PLANALTO RS/SC;88.038.260;b3S;I;2;;9;CRUZ ALTA;RS;03/2016;662.956;0;175.245;221.407;154.224;60.464;24.603;11.660;2.329;13.025;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78.825.270;b3S;I;2;;9;CHAPECO;SC;03/2016;660.376;9.190;217.720;239.817;90.509;34.803;15.129;7.478;7.053;38.677;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31.815.293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;03/2016;656.479;11.012;192.546;320.143;74.955;12.884;3.873;7.900;4.057;29.109;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81.099.491;b3S;I;2;;9;PALOTINA;PR;03/2016;641.290;0;349.066;166.776;40.399;27.764;20.258;10.263;6.580;20.186;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53.923.116;b3S;I;2;;9;RIBEIRAO PRETO;SP;03/2016;622.684;871;401.263;119.136;39.226;40.379;11.508;1.927;864;7.510;0
BOFA MERRILL LYNCH;51.255;b1;C;3;;199;SAO PAULO;SP;03/2016;615.299;349.098;266.199;2;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91.586.982;b3S;I;2;;9;NOVA PETROPOLIS;RS;03/2016;611.873;0;276.123;121.357;92.747;57.706;17.934;13.680;4.843;27.484;0
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35.571.249;b3S;I;2;;9;JOAO PESSOA;PB;03/2016;610.174;0;494.472;24.510;57.362;6.326;9.628;5.276;322;12.276;0
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2.398.976;b3S;I;2;;9;LONDRINA;PR;03/2016;600.865;0;344.226;193.226;41.458;6.253;4.687;2.408;703;7.902;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815.319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;03/2016;592.805;14.581;284.574;199.579;40.497;16.155;13.363;2.768;8.786;12.502;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87.780.268;b3S;I;2;;9;ERECHIM;RS;03/2016;589.152;0;236.891;220.490;62.677;29.533;10.023;7.592;2.677;19.269;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95.594.941;b3S;I;2;;9;SANTA MARIA;RS;03/2016;572.449;0;195.322;215.741;77.768;24.080;17.255;13.020;5.891;23.372;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26.408.161;b3S;I;2;;9;DOURADOS;MS;03/2016;570.988;0;244.369;188.482;59.023;24.647;10.708;9.216;3.691;30.852;0
BANCO SEMEAR S.A.;795.423;b1;I;2;;8;BELO HORIZONTE;MG;03/2016;545.140;0;353.482;60.563;33.733;24.575;8.212;7.957;7.861;48.757;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26.555.235;b3S;I;2;;9;SORRISO;MT;03/2016;533.293;0;87.730;280.579;65.081;33.997;21.002;9.573;6.561;28.771;0
BANCO ABN AMRO S.A.;3.532.415;b1;I;3;;8;SAO PAULO;SP;03/2016;529.042;319.220;209.822;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74.064.502;b3S;I;2;;9;FLORIANOPOLIS;SC;03/2016;528.153;0;238.589;183.968;33.124;22.553;11.838;18.965;4.563;14.555;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87.733.077;b3S;I;2;;9;ITAQUI;RS;03/2016;523.635;0;92.736;220.652;87.432;81.787;17.263;5.037;5.086;13.642;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10.371.492;b2;I;3;;8;GUARULHOS;SP;03/2016;517.742;336;1.623;280.628;179.387;14.583;6.632;5.588;5.058;23.907;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.313.766;n1;I;2;;14;SAO PAULO;SP;03/2016;511.679;0;204.264;128.586;135.035;24.029;5.936;3.390;5.422;5.017;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81.607.046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;03/2016;498.076;31.140;301.135;102.456;20.815;4.743;14.948;1.723;2.038;19.080;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90.608.712;b3S;I;2;;9;CARLOS BARBOSA;RS;03/2016;495.626;0;180.092;182.108;49.968;35.169;18.139;10.699;3.393;16.057;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO LESTE DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED UNIÃO;74.114.042;b3S;I;2;;9;ITAJAI;SC;03/2016;485.057;0;183.281;202.137;55.889;21.233;5.784;2.435;2.017;12.281;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33.021.064;b3S;I;2;;9;CANARANA;MT;03/2016;484.210;0;134.105;182.213;98.230;32.051;11.649;7.452;879;17.631;0
MÁXIMA;50.201;b1;C;2;;199;RIO DE JANEIRO;RJ;03/2016;484.045;11.567;278.470;121.104;40.220;5.183;18.607;1.517;3.074;4.302;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO-SERRANA DO ESPÍRITO SANTO - SICOOB CENTRO-SERRANO;31.804.966;b3S;I;2;;9;SANTA MARIA DE JETIBA;ES;03/2016;476.642;12.572;121.155;238.448;53.482;10.466;4.425;14.387;4.672;17.035;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42.898.825;b3S;I;2;;9;BELO HORIZONTE;MG;03/2016;465.344;33.291;200.235;101.124;90.411;29.174;4.063;3.792;1.704;1.550;0
