Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;Total não Individualizado;Total Exterior;
BB;49.906;b1;C;1;;199;BRASILIA;DF;09/2014;626.586.512;369.000.077;40.504.512;25.524.336;1.454.190;346.464;105.173.472;0;25.910.516;1.796.418;169.753;0;1.312;2.564.633;2.117.776;52.023.054
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;;8;CURITIBA;PR;09/2014;6.066.213;6.060.724;0;5.487;0;0;0;0;0;0;0;0;0;0;2;0
JOHN DEERE;50.071;b1;C;3;;199;INDAIATUBA;SP;09/2014;5.264.808;4.561.243;1.599;54.971;646.995;0;0;0;0;0;0;0;0;0;0;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;;8;PORTO ALEGRE;RS;09/2014;5.104.928;4.880.346;0;97.613;0;113.912;13.057;0;0;0;0;0;0;0;0;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;;5;BELO HORIZONTE;MG;09/2014;4.979.492;2.109.439;14.802;1.384.937;0;133;183.626;351.764;40.108;183.475;440.444;0;16.362;254.397;6;0
BANCO FIBRA S.A.;58.616.418;b1;I;2;;8;SAO PAULO;SP;09/2014;4.580.280;2.118.554;0;3.093;0;547.218;1.454.268;0;0;0;0;0;0;10;78.170;378.967
BANCO FIDIS S/A;62.237.425;b2;I;3;;8;BETIM;MG;09/2014;4.495.685;4.304.511;0;0;0;188.307;2.860;0;0;0;0;0;0;0;7;0
BANESTES;30.159;b1;C;1;;199;VITORIA;ES;09/2014;4.399.287;2.974.693;185.455;29.772;0;3.673;882.356;0;0;10.032;0;0;0;282.713;30.593;0
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;;8;CURITIBA;PR;09/2014;4.050.303;3.847.693;0;202.609;0;0;0;0;0;0;0;0;0;0;2;0
PORTO SEGURO;51.444;n1;C;2;;197;SAO PAULO;SP;09/2014;3.884.954;3.765.524;0;0;0;0;0;0;0;0;0;0;0;0;119.430;0
BANCO IBM S.A.;34.270.520;b2;I;3;;8;RIO DE JANEIRO;RJ;09/2014;3.784.040;374.553;0;0;0;0;3.322.552;0;0;0;0;0;0;86.935;1;0
BANCO CATERPILLAR S.A.;2.658.435;b2;I;3;;8;SAO PAULO;SP;09/2014;3.766.344;3.595.269;0;58.684;0;0;90.685;0;0;0;0;0;0;21.705;0;0
BANCO CSF S.A.;8.357.240;b2;I;3;;8;SAO PAULO;SP;09/2014;3.746.735;3.052.166;0;0;0;0;0;0;0;0;0;0;0;0;694.569;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;;30;PORTO ALEGRE;RS;09/2014;3.526.852;2.246.034;32.352;1.050.649;0;0;0;144.265;0;694;1.285;0;0;51.563;10;0
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;;8;SAO PAULO;SP;09/2014;3.465.599;3.465.307;0;0;0;0;0;0;0;0;0;0;0;0;292;0
J.MALUCELLI;30.881;b1;C;2;;199;CURITIBA;PR;09/2014;3.345.146;2.696.013;0;28.280;0;0;475.791;9.340;0;32.193;0;0;0;26.513;77.016;0
HONDA;51.396;b2;C;3;;198;SAO PAULO;SP;09/2014;3.290.296;3.280.133;0;0;0;0;0;0;0;0;0;0;0;0;10.163;0
SOCIETE GENERALE;31.859;b1;C;3;;199;SAO PAULO;SP;09/2014;3.197.971;2.789.532;0;0;0;70.618;310.679;0;0;0;0;0;0;0;27.142;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;;8;BELEM;PA;09/2014;3.018.038;3.002.473;219;0;0;801;0;0;0;3.768;0;0;0;1.296;9.481;0
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;;2;BELEM;PA;09/2014;2.971.899;1.135.904;477.091;369.899;0;420.876;502.838;9.012;0;28.978;0;0;22;23.941;3.337;0
INDUSVAL;50.531;b1;C;2;;199;SAO PAULO;SP;09/2014;2.948.966;707.811;89;46.498;0;51.274;1.615.809;1.339;0;10.427;175;0;26;360.035;6;155.477
DEUTSCHE;51.183;b1;C;3;;199;SAO PAULO;SP;09/2014;2.547.752;1.453.548;0;0;0;0;70.933;0;180.272;0;0;0;0;0;0;842.999
ING;51.073;b1;C;3;;199;SAO PAULO;SP;09/2014;2.541.264;2.201.501;0;0;0;0;339.762;0;0;0;0;0;0;0;0;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60.518.222;b1;I;3;;8;SAO PAULO;SP;09/2014;2.511.846;628.553;0;0;114.944;0;595.255;0;0;0;0;0;0;0;0;1.173.093
ORIGINAL;51.781;b1;C;2;;199;SAO PAULO;SP;09/2014;2.291.951;834.166;0;0;0;0;799.527;0;0;6.024;0;0;0;648.713;3.520;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54.037.916;b3S;I;2;;9;BEBEDOURO;SP;09/2014;2.183.594;1.760.922;1.470;23;0;0;420.423;0;0;0;0;0;0;0;757;0
SCANIA BANCO S.A.;11.417.016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;09/2014;2.131.278;1.898.136;0;233.142;0;0;0;0;0;0;0;0;0;0;0;0
PERNAMBUCANAS;40.699;n1;C;2;;197;SAO PAULO;SP;09/2014;1.982.516;1.245.979;0;0;0;0;0;0;0;0;0;0;0;0;736.537;0
BONSUCESSO;50.706;b1;C;2;;199;BELO HORIZONTE;MG;09/2014;1.939.867;1.649.880;0;0;0;29.816;159.960;204;0;0;0;0;0;0;100.008;0
SOFISA;31.873;b1;C;2;;199;SAO PAULO;SP;09/2014;1.915.568;444.530;0;106;0;0;1.345.884;0;6.443;3.452;0;0;0;112.655;2.497;0
PSA FINANCE;51.365;b2;C;3;;198;SAO PAULO;SP;09/2014;1.892.001;1.891.660;0;0;0;0;0;0;0;0;0;0;0;0;341;0
BANCO CARGILL S.A.;3.609.817;b1;I;3;;8;SAO PAULO;SP;09/2014;1.727.693;752.505;0;0;0;0;6.802;0;0;0;0;0;0;968.386;0;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;;8;ARACAJU;SE;09/2014;1.684.879;1.174.830;294.720;10.732;0;0;90.635;0;0;4.604;0;0;390;8.510;100.458;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;;14;SAO PAULO;SP;09/2014;1.654.820;635.100;0;0;0;0;0;0;0;0;0;0;0;0;1.019.720;0
RODOBENS;51.736;b1;I;2;;199;SAO PAULO;SP;09/2014;1.633.478;1.299.094;1.142;92.799;0;14.265;646;0;0;0;25.566;0;0;199.794;171;0
BES;51.482;b2;C;3;;198;SAO PAULO;SP;09/2014;1.616.829;117.464;0;268.408;0;0;951.840;0;0;8.433;1.291;420;0;0;0;268.972
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;;9;BLUMENAU;SC;09/2014;1.530.613;1.444.978;76.777;0;0;0;0;0;0;0;0;0;0;0;8.859;0
JP MORGAN CHASE;20.107;b1;C;3;;199;SAO PAULO;SP;09/2014;1.530.487;248.856;0;0;614.316;0;667.314;0;0;0;0;0;0;0;0;0
BBM;30.207;b1;C;2;;199;SALVADOR;BA;09/2014;1.527.228;47.506;0;0;0;0;1.104.670;0;66.808;901;0;0;0;289.558;75;17.709
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71.328.769;b3S;I;2;;9;SERTAOZINHO;SP;09/2014;1.427.843;1.028.008;2.169;34.896;0;4.314;327.976;0;0;28.212;0;0;0;2.031;236;0
INDUSTRIAL DO BRASIL;50.988;b1;C;2;;199;SAO PAULO;SP;09/2014;1.402.555;794.911;0;3.234;0;2.374;57.619;374.431;0;7.832;0;0;0;149.238;12.914;0
BANCO FORD S.A.;90.731.688;b2;I;3;;8;SAO PAULO;SP;09/2014;1.364.117;1.097;0;0;0;1.363.020;0;0;0;0;0;0;0;0;0;0
BANCO TRIANGULO S.A.;17.351.180;b1;I;2;;8;UBERLANDIA;MG;09/2014;1.320.120;886.796;0;18.860;0;0;187.446;4.249;0;0;0;0;0;0;222.768;0
INTERMEDIUM;51.884;b1;C;2;;199;BELO HORIZONTE;MG;09/2014;1.295.630;749.419;172.505;0;0;325.498;0;0;0;0;0;0;0;0;48.208;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60.779.196;n1;I;2;;14;SAO PAULO;SP;09/2014;1.275.430;1.164.158;0;0;0;0;0;0;0;0;0;0;0;0;111.272;0
CREDIT AGRICOLE;51.066;b1;C;3;;199;SAO PAULO;SP;09/2014;1.275.390;0;0;0;0;0;537.647;0;0;0;0;0;0;737.743;0;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60.498.557;b1;I;3;;8;SAO PAULO;SP;09/2014;1.215.222;844.441;0;49;2.077;1.640;251.295;0;0;0;0;0;0;115.719;0;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97.406.706;n1;I;3;;19;BARUERI;SP;09/2014;1.185.940;485.017;0;0;0;0;661.014;0;0;0;0;0;0;39.909;1;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1.658.426;b3S;I;2;;9;BRASILIA;DF;09/2014;1.117.915;50.633;1.066.790;0;0;0;0;0;0;0;0;0;0;0;492;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26.529.420;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;09/2014;1.111.182;534.555;0;50;0;353.564;220.297;0;0;0;0;0;0;0;2.716;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;;25;BRASILIA;DF;09/2014;1.049.484;210.508;838.743;0;0;0;0;0;0;0;0;0;0;0;233;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28.145.829;b4;I;1;;5;VITORIA;ES;09/2014;1.013.056;950.933;21.304;40.469;0;198;0;0;0;0;0;0;0;0;153;0
BMW;51.420;n1;C;3;;197;SAO PAULO;SP;09/2014;1.001.620;1.001.548;0;0;0;0;0;0;0;0;0;0;0;0;73;0
OMNI;50.940;n1;C;2;;197;SAO PAULO;SP;09/2014;997.547;826.712;0;0;0;0;0;0;0;0;0;0;0;0;170.836;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10.663.610;n1;I;1;;30;SAO PAULO;SP;09/2014;956.674;178.905;0;166.166;0;0;0;4.615;0;0;0;0;606.988;0;0;0
BANCO MONEO S.A.;7.441.209;b2;I;2;;8;CAXIAS DO SUL;RS;09/2014;881.661;750.517;0;131.144;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79.342.069;b3S;I;2;;9;MARINGA;PR;09/2014;866.924;667.813;0;0;0;25.393;168.875;0;0;0;0;0;607;0;4.235;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81.723.108;b3S;I;2;;9;CAMPO MOURAO;PR;09/2014;808.101;805.280;6;0;0;0;0;0;0;0;0;0;2.313;0;502;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3.584.906;n1;I;1;;30;CURITIBA;PR;09/2014;773.901;85.564;240;685.802;0;0;0;1.831;0;0;231;0;0;0;234;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP;78.414.067;b3S;I;2;;9;MEDIANEIRA;PR;09/2014;769.719;599.026;0;0;0;29.673;137.319;0;0;0;0;0;0;0;3.701;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82.937.293;n1;I;1;;30;FLORIANOPOLIS;SC;09/2014;761.969;582.325;1.105;140.291;0;4.848;0;11.351;0;18.029;0;0;4.019;0;1;0
CAIXA GERAL;51.815;b1;C;3;;199;SAO PAULO;SP;09/2014;693.941;81.744;0;6.995;0;1.136;590.958;0;0;0;0;0;0;13.103;4;0
BANCO A.J. RENNER S.A.;92.874.270;b1;I;2;;8;PORTO ALEGRE;RS;09/2014;664.513;655.253;0;0;0;0;0;0;0;0;0;0;0;0;9.260;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88.894.548;b3S;I;2;;9;CERRO LARGO;RS;09/2014;654.217;525.577;0;0;0;36.345;88.619;0;0;0;0;0;0;0;3.677;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91.586.982;b3S;I;2;;9;NOVA PETROPOLIS;RS;09/2014;649.898;207.099;0;114;0;7.625;430.128;0;0;0;0;0;511;0;4.421;0
BANIF;20.255;b1;C;3;;199;SAO PAULO;SP;09/2014;649.265;273.951;0;0;0;2.774;330.083;0;0;3.657;0;0;0;37.040;1.759;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO   SICREDI PLANALTO RS/SC;88.038.260;b3S;I;2;;9;CRUZ ALTA;RS;09/2014;606.864;452.240;0;0;0;5.479;147.620;0;0;0;0;0;20;5;1.500;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32.430.233;b3S;I;2;;9;LINHARES;ES;09/2014;587.261;431.463;887;0;0;0;154.343;0;0;0;0;0;0;0;568;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37.395.399;b3S;I;2;;9;GOIANIA;GO;09/2014;561.652;241.071;0;5;0;0;320.394;0;0;0;0;0;0;0;181;0
DACASA FINANCEIRA;51.891;n1;C;2;;197;VITORIA;ES;09/2014;552.210;431.718;0;0;0;0;0;0;0;0;0;0;0;0;120.492;0
COOPERATIVA DE CRÉDITO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES - SICOOB CREDICOONAI.;53.923.116;b3S;I;2;;9;RIBEIRAO PRETO;SP;09/2014;550.019;547.053;0;0;0;0;224;0;0;2.318;0;0;0;0;424;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26.555.235;b3S;I;2;;9;SORRISO;MT;09/2014;534.947;340.879;0;0;0;80.305;112.037;0;0;0;0;0;0;0;1.727;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26.408.161;b3S;I;2;;9;DOURADOS;MS;09/2014;530.662;419.187;0;0;0;18.414;90.712;0;0;0;0;0;0;0;2.350;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10.371.492;b2;I;3;;8;GUARULHOS;SP;09/2014;521.531;517.737;0;0;0;0;0;0;0;0;0;0;0;0;3.794;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81.099.491;b3S;I;2;;9;PALOTINA;PR;09/2014;516.288;471.963;0;0;0;12.680;29.261;0;0;0;0;0;0;0;2.384;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78.825.270;b3S;I;2;;9;CHAPECO;SC;09/2014;516.042;489.159;1.725;0;0;0;24.675;0;0;0;0;0;0;0;483;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15.163.587;n1;I;1;;30;SALVADOR;BA;09/2014;499.919;283.661;0;214.143;0;0;0;0;0;0;0;0;0;352;1.763;0
BANCO MODAL S.A.;30.723.886;b1;I;2;;8;RIO DE JANEIRO;RJ;09/2014;490.633;89.873;0;0;0;0;389.151;0;0;11.609;0;0;0;0;1;0
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35.571.249;b3S;I;2;;9;JOAO PESSOA;PB;09/2014;477.571;322.133;0;0;0;0;155.038;0;0;0;0;0;0;0;400;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87.780.268;b3S;I;2;;9;ERECHIM;RS;09/2014;464.938;335.220;0;0;0;14.849;113.038;0;0;0;0;0;0;0;1.831;0
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43.818.780;b2;I;3;;8;BARUERI;SP;09/2014;457.673;404.610;0;0;0;0;36.502;0;0;0;0;0;0;16.546;16;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31.815.293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;09/2014;455.366;371.362;755;0;0;0;82.559;0;0;0;0;0;0;0;690;0
BANCO RANDON S.A.;11.476.673;b1;I;2;;8;CAXIAS DO SUL;RS;09/2014;449.502;411.210;0;19.750;0;0;18.536;0;0;0;0;0;0;0;6;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74.064.502;b3S;I;2;;9;FLORIANOPOLIS;SC;09/2014;442.596;46.230;140;0;0;0;395.868;0;0;0;0;0;0;0;358;0
MIZUHO;51.554;b1;I;3;;199;SAO PAULO;SP;09/2014;437.588;197.995;0;0;0;0;234.026;0;0;0;0;0;0;0;5.568;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815.319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;09/2014;436.095;329.837;3.242;0;0;0;102.164;0;0;0;0;0;0;0;852;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90.608.712;b3S;I;2;;9;CARLOS BARBOSA;RS;09/2014;424.161;197.142;0;35;0;11.239;213.770;0;0;0;0;0;0;0;1.976;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33.021.064;b3S;I;2;;9;CANARANA;MT;09/2014;419.649;248.912;0;0;0;77.922;91.762;0;0;0;0;0;0;0;1.053;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81.607.046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;09/2014;407.408;369.273;0;315;0;0;37.439;0;0;0;0;0;0;0;381;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87.733.077;b3S;I;2;;9;ITAQUI;RS;09/2014;405.459;259.320;0;0;0;2.575;140.719;0;0;0;0;0;506;0;2.340;0
BANCO LUSO BRASILEIRO S.A.;59.118.133;b1;I;2;;8;SAO PAULO;SP;09/2014;401.166;196.069;1.697;0;0;0;150.415;0;0;12.636;0;0;32.236;7.241;872;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95.594.941;b3S;I;2;;9;SANTA MARIA;RS;09/2014;400.719;249.021;0;38;0;24.200;123.058;0;0;0;0;0;2.067;0;2.335;0
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2.398.976;b3S;I;2;;9;LONDRINA;PR;09/2014;396.887;230.909;0;16.286;0;0;149.376;0;0;0;0;0;116;0;199;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44.469.161;b3S;I;2;;9;GUARIBA;SP;09/2014;396.636;356.749;0;33.210;0;0;6.649;0;0;0;0;0;0;0;28;0
